"card_id","disp_id","card_type","card_issued","client_id","account_id","disp_type","birth_number","district_id","district_name","district_region","district_inhabitants","district_small","district_medium","district_big","district_enorm","district_cities","district_ratio","district_avg_salarie","district_un95","district_un96","district_enterp","district_cc95","district_cc96","account_frequency","account_date","loan_id","loan_date","loan_amount","loan_duration","loan_payments","loan_status","order_id","order_bank_to","order_account_to","order_amount","order_k_symbol"
781,5366,"classic","970707 00:00:00",5366,4448,"OWNER",715920,60,"Prostejov","south Moravia",110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,"POPLATEK MESICNE",930602,5887,941003,192744,36,5354.0,"A",35932,"WX",57328462,5353.5,"UVER"
413,2592,"junior","970720 00:00:00",2592,2143,"OWNER",805831,1,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,"POPLATEK MESICNE",960113,5385,960909,71460,36,1985.0,"C",32539,"MN",66855954,7264.0,"SIPO"
413,2592,"junior","970720 00:00:00",2592,2143,"OWNER",805831,1,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,"POPLATEK MESICNE",960113,5385,960909,71460,36,1985.0,"C",32540,"OP",18297326,1985.0,"UVER"
1059,10235,"classic","970729 00:00:00",10543,8547,"OWNER",455223,14,"Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,"POPLATEK TYDNE",950717,6734,960530,173016,36,4806.0,"C",42084,"AB",64253020,4806.5,"UVER"
884,7286,"gold","970731 00:00:00",7286,6030,"OWNER",705210,47,"Pardubice","east Bohemia",162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,"POPLATEK MESICNE",930824,6227,950304,28248,24,1177.0,"A",38326,"WX",18410075,1177.0,"UVER"
936,8030,"classic","970802 00:00:00",8030,6649,"OWNER",670719,1,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,"POPLATEK MESICNE",950708,6346,970522,100260,60,1671.0,"C",39241,"CD",71315157,1671.0,"UVER"
511,3257,"junior","970806 00:00:00",3257,2699,"OWNER",785511,73,"Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,"POPLATEK MESICNE",961225,5520,980830,231168,48,4816.0,"C",33387,"AB",41725951,4816.0,"UVER"
511,3257,"junior","970806 00:00:00",3257,2699,"OWNER",785511,73,"Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,"POPLATEK MESICNE",961225,5520,980830,231168,48,4816.0,"C",33388,"IJ",10817695,3743.0,"SIPO"
511,3257,"junior","970806 00:00:00",3257,2699,"OWNER",785511,73,"Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,"POPLATEK MESICNE",961225,5520,980830,231168,48,4816.0,"C",33389,"CD",32435608,662.0," "
1220,13160,"classic","970808 00:00:00",13468,10954,"OWNER",601031,25,"Klatovy","west Bohemia",88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,"POPLATEK MESICNE",960729,7230,970402,18720,60,312.0,"C",45688,"ST",11468434,312.0,"UVER"
140,798,"classic","970822 00:00:00",798,666,"OWNER",405212,27,"Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,"POPLATEK MESICNE",960315,5103,971128,12540,12,1045.0,"A",30372,"AB",85506128,3936.0,"SIPO"
140,798,"classic","970822 00:00:00",798,666,"OWNER",405212,27,"Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,"POPLATEK MESICNE",960315,5103,971128,12540,12,1045.0,"A",30373,"ST",70089435,2282.0," "
140,798,"classic","970822 00:00:00",798,666,"OWNER",405212,27,"Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,"POPLATEK MESICNE",960315,5103,971128,12540,12,1045.0,"A",30374,"GH",93173819,955.0,"POJISTNE"
140,798,"classic","970822 00:00:00",798,666,"OWNER",405212,27,"Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,"POPLATEK MESICNE",960315,5103,971128,12540,12,1045.0,"A",30375,"UV",65873688,1045.0,"UVER"
355,2267,"classic","970828 00:00:00",2267,1869,"OWNER",665410,1,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,"POPLATEK MESICNE",960614,5332,980129,37944,36,1054.0,"C",32137,"YZ",44563007,1054.0,"UVER"
896,7567,"classic","970918 00:00:00",7567,6265,"OWNER",370315,5,"Kolin","central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,"POPLATEK MESICNE",961101,6278,970610,87360,24,3640.0,"C",38694,"WX",43599933,3639.5,"UVER"
896,7567,"classic","970918 00:00:00",7567,6265,"OWNER",370315,5,"Kolin","central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,"POPLATEK MESICNE",961101,6278,970610,87360,24,3640.0,"C",38695,"EF",11553663,7274.0,"SIPO"
612,3906,"classic","970922 00:00:00",3906,3229,"OWNER",361223,64,"Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"POPLATEK MESICNE",951118,5634,970501,39024,12,3252.0,"A",34188,"QR",63988697,3252.2,"UVER"
612,3906,"classic","970922 00:00:00",3906,3229,"OWNER",361223,64,"Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"POPLATEK MESICNE",951118,5634,970501,39024,12,3252.0,"A",34189,"YZ",97103529,6828.0,"SIPO"
612,3906,"classic","970922 00:00:00",3906,3229,"OWNER",361223,64,"Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"POPLATEK MESICNE",951118,5634,970501,39024,12,3252.0,"A",34190,"WX",5108792,6411.0," "
1115,11375,"junior","971003 00:00:00",11683,9491,"OWNER",800128,7,"Melnik","central Bohemia",94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,"POPLATEK TYDNE",960808,6932,980625,225504,48,4698.0,"C",43465,"ST",8897775,4698.0,"UVER"
1115,11375,"junior","971003 00:00:00",11683,9491,"OWNER",800128,7,"Melnik","central Bohemia",94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,"POPLATEK TYDNE",960808,6932,980625,225504,48,4698.0,"C",43466,"GH",6734550,4704.0,"SIPO"
1115,11375,"junior","971003 00:00:00",11683,9491,"OWNER",800128,7,"Melnik","central Bohemia",94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,"POPLATEK TYDNE",960808,6932,980625,225504,48,4698.0,"C",43467,"GH",42563897,2245.0," "
1115,11375,"junior","971003 00:00:00",11683,9491,"OWNER",800128,7,"Melnik","central Bohemia",94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,"POPLATEK TYDNE",960808,6932,980625,225504,48,4698.0,"C",43468,"QR",50093847,872.0,"POJISTNE"
436,2759,"classic","971009 00:00:00",2759,2279,"OWNER",740126,2,"Benesov","central Bohemia",88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,"POPLATEK TYDNE",961030,5435,980601,314688,48,6556.0,"C",32753,"OP",19501900,6556.3,"UVER"
428,2698,"classic","971013 00:00:00",2698,2227,"OWNER",706007,31,"Tachov","west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,"POPLATEK TYDNE",940522,5413,951212,92976,24,3874.0,"A",32669,"MN",86397230,3873.7,"UVER"
428,2698,"classic","971013 00:00:00",2698,2227,"OWNER",706007,31,"Tachov","west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,"POPLATEK TYDNE",940522,5413,951212,92976,24,3874.0,"A",32670,"EF",69415771,13386.0,"SIPO"
552,3519,"classic","971025 00:00:00",3519,2912,"OWNER",491215,74,"Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,"POPLATEK MESICNE",940730,5563,960229,380160,60,6336.0,"C",33709,"GH",80799913,6336.0,"UVER"
1016,9525,"classic","971028 00:00:00",9833,7957,"OWNER",640921,51,"Trutnov","east Bohemia",121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,"POPLATEK MESICNE",950907,6621,970614,42900,12,3575.0,"A",41214,"YZ",74890845,3575.0,"UVER"
1016,9525,"classic","971028 00:00:00",9833,7957,"OWNER",640921,51,"Trutnov","east Bohemia",121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,"POPLATEK MESICNE",950907,6621,970614,42900,12,3575.0,"A",41215,"WX",45545804,6164.0,"SIPO"
1016,9525,"classic","971028 00:00:00",9833,7957,"OWNER",640921,51,"Trutnov","east Bohemia",121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,"POPLATEK MESICNE",950907,6621,970614,42900,12,3575.0,"A",41216,"EF",66945707,6055.0," "
1056,10220,"classic","971106 00:00:00",10528,8533,"OWNER",525216,47,"Pardubice","east Bohemia",162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,"POPLATEK MESICNE",951010,6732,960919,174048,48,3626.0,"C",42068,"YZ",84493583,3626.0,"UVER"
947,8366,"classic","971108 00:00:00",8366,6930,"OWNER",605521,41,"Usti nad Labem","north Bohemia",118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,"POPLATEK MESICNE",930908,6407,940526,25944,24,1081.0,"A",39661,"WX",22201913,1081.0,"UVER"
1234,13386,"classic","971128 00:00:00",13694,11141,"OWNER",765120,1,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,"POPLATEK TYDNE",970211,7264,971007,44940,12,3745.0,"A",45978,"QR",68096905,3744.7,"UVER"
45,272,"classic","971205 00:00:00",272,226,"OWNER",446025,70,"Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"POPLATEK MESICNE",970223,5015,980712,109344,12,9112.0,"C",29743,"UV",29971635,8928.0,"SIPO"
45,272,"classic","971205 00:00:00",272,226,"OWNER",446025,70,"Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"POPLATEK MESICNE",970223,5015,980712,109344,12,9112.0,"C",29744,"GH",39824432,9112.0,"UVER"
25,158,"classic","971206 00:00:00",158,132,"OWNER",455703,40,"Teplice","north Bohemia",128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,"POPLATEK PO OBRATU",960511,4996,961106,88440,12,7370.0,"A",29614,"WX",80542558,7370.2,"UVER"
569,3616,"classic","971212 00:00:00",3616,2994,"OWNER",645414,77,"Vsetin","north Moravia",148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,"POPLATEK MESICNE",960503,5586,960914,48744,36,1354.0,"C",33837,"WX",20186478,3217.0,"SIPO"
569,3616,"classic","971212 00:00:00",3616,2994,"OWNER",645414,77,"Vsetin","north Moravia",148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,"POPLATEK MESICNE",960503,5586,960914,48744,36,1354.0,"C",33838,"WX",65474504,1354.0,"UVER"
1022,9606,"classic","971213 00:00:00",9914,8026,"OWNER",421208,36,"Liberec","north Bohemia",159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,"POPLATEK MESICNE",970323,6641,970909,128268,36,3563.0,"C",41316,"GH",42597097,3563.0,"UVER"
1105,11237,"classic","971213 00:00:00",11545,9377,"OWNER",665122,1,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,"POPLATEK MESICNE",950917,6913,970429,99936,24,4164.0,"C",43294,"QR",64104062,4164.0,"UVER"
1105,11237,"classic","971213 00:00:00",11545,9377,"OWNER",665122,1,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,"POPLATEK MESICNE",950917,6913,970429,99936,24,4164.0,"C",43295,"QR",54912304,2758.0,"SIPO"
1105,11237,"classic","971213 00:00:00",11545,9377,"OWNER",665122,1,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,"POPLATEK MESICNE",950917,6913,970429,99936,24,4164.0,"C",43296,"AB",52341222,3983.0," "
891,7434,"classic","971223 00:00:00",7434,6157,"OWNER",425404,34,"Chomutov","north Bohemia",125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,"POPLATEK MESICNE",961111,6254,971228,247920,48,5165.0,"C",38539,"GH",85308313,5165.2,"UVER"
891,7434,"classic","971223 00:00:00",7434,6157,"OWNER",425404,34,"Chomutov","north Bohemia",125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,"POPLATEK MESICNE",961111,6254,971228,247920,48,5165.0,"C",38540,"MN",97978877,9523.0,"SIPO"
566,3606,"classic","971225 00:00:00",3606,2986,"OWNER",580606,63,"Vyskov","south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,"POPLATEK MESICNE",960409,5584,971206,24792,24,1033.0,"C",33824,"MN",61638289,3301.0,"SIPO"
566,3606,"classic","971225 00:00:00",3606,2986,"OWNER",580606,63,"Vyskov","south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,"POPLATEK MESICNE",960409,5584,971206,24792,24,1033.0,"C",33825,"CD",64366233,1390.0," "
566,3606,"classic","971225 00:00:00",3606,2986,"OWNER",580606,63,"Vyskov","south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,"POPLATEK MESICNE",960409,5584,971206,24792,24,1033.0,"C",33826,"WX",94623159,1033.0,"UVER"
434,2739,"classic","971230 00:00:00",2739,2262,"OWNER",500126,13,"Rakovnik","central Bohemia",53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,"POPLATEK MESICNE",970208,5428,981202,230220,36,6395.0,"C",32729,"CD",77488755,6395.0,"UVER"
304,1913,"classic","980106 00:00:00",1913,1580,"OWNER",680415,69,"Jesenik","north Moravia",42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358,"POPLATEK MESICNE",960108,5281,971127,194256,24,8094.0,"C",31729,"UV",11339313,8094.2,"UVER"
517,3291,"classic","980109 00:00:00",3291,2725,"OWNER",470123,52,"Usti nad Orlici","east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,"POPLATEK MESICNE",970402,5526,981108,69624,36,1934.0,"C",33429,"CD",59237199,3197.0,"SIPO"
517,3291,"classic","980109 00:00:00",3291,2725,"OWNER",470123,52,"Usti nad Orlici","east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,"POPLATEK MESICNE",970402,5526,981108,69624,36,1934.0,"C",33430,"WX",80807143,66.0," "
517,3291,"classic","980109 00:00:00",3291,2725,"OWNER",470123,52,"Usti nad Orlici","east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,"POPLATEK MESICNE",970402,5526,981108,69624,36,1934.0,"C",33431,"IJ",64775931,461.0,"POJISTNE"
517,3291,"classic","980109 00:00:00",3291,2725,"OWNER",470123,52,"Usti nad Orlici","east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,"POPLATEK MESICNE",970402,5526,981108,69624,36,1934.0,"C",33432,"WX",31665891,1934.0,"UVER"
897,7576,"classic","980118 00:00:00",7576,6273,"OWNER",620710,38,"Louny","north Bohemia",85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,"POPLATEK MESICNE",930721,6279,940607,87360,24,3640.0,"A",38708,"QR",34498596,3639.5,"UVER"
803,5727,"classic","980119 00:00:00",5727,4746,"OWNER",530224,54,"Brno - mesto","south Moravia",387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,"POPLATEK MESICNE",970221,5963,970907,204780,60,3413.0,"C",36371,"UV",51417624,3413.0,"UVER"
904,7672,"classic","980122 00:00:00",7672,6353,"OWNER",530405,26,"Plzen - mesto","west Bohemia",170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,"POPLATEK MESICNE",931126,6294,950212,79920,60,1332.0,"C",38820,"EF",55760598,586.0,"SIPO"
904,7672,"classic","980122 00:00:00",7672,6353,"OWNER",530405,26,"Plzen - mesto","west Bohemia",170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,"POPLATEK MESICNE",931126,6294,950212,79920,60,1332.0,"C",38821,"OP",1903015,5984.0," "
904,7672,"classic","980122 00:00:00",7672,6353,"OWNER",530405,26,"Plzen - mesto","west Bohemia",170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,"POPLATEK MESICNE",931126,6294,950212,79920,60,1332.0,"C",38822,"CD",62611573,1332.0,"UVER"
65,414,"classic","980202 00:00:00",414,339,"OWNER",476019,46,"Nachod","east Bohemia",112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,"POPLATEK TYDNE",960911,5043,971225,468060,60,7801.0,"C",29906,"OP",60226070,7801.2,"UVER"
65,414,"classic","980202 00:00:00",414,339,"OWNER",476019,46,"Nachod","east Bohemia",112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,"POPLATEK TYDNE",960911,5043,971225,468060,60,7801.0,"C",29907,"WX",52391654,4087.0,"SIPO"
65,414,"classic","980202 00:00:00",414,339,"OWNER",476019,46,"Nachod","east Bohemia",112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,"POPLATEK TYDNE",960911,5043,971225,468060,60,7801.0,"C",29908,"IJ",21728092,48.0," "
1239,13442,"junior","980202 00:00:00",13750,11186,"OWNER",806113,12,"Pribram","central Bohemia",107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,"POPLATEK MESICNE",941124,7271,961002,392460,60,6541.0,"C",46055,"UV",92339318,6541.2,"UVER"
1239,13442,"junior","980202 00:00:00",13750,11186,"OWNER",806113,12,"Pribram","central Bohemia",107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,"POPLATEK MESICNE",941124,7271,961002,392460,60,6541.0,"C",46056,"WX",55896991,9810.0,"SIPO"
398,2522,"classic","980214 00:00:00",2522,2080,"OWNER",370908,74,"Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,"POPLATEK MESICNE",970427,5369,970912,214596,36,5961.0,"C",32454,"UV",34001827,5961.0,"UVER"
398,2522,"classic","980214 00:00:00",2522,2080,"OWNER",370908,74,"Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,"POPLATEK MESICNE",970427,5369,970912,214596,36,5961.0,"C",32455,"UV",62451505,13628.0,"SIPO"
796,5579,"classic","980220 00:00:00",5579,4631,"OWNER",510216,77,"Vsetin","north Moravia",148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,"POPLATEK PO OBRATU",961212,5933,971213,87528,24,3647.0,"C",36189,"KL",39618468,3647.0,"UVER"
21,132,"classic","980226 00:00:00",132,110,"OWNER",530126,36,"Liberec","north Bohemia",159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,"POPLATEK MESICNE",960717,4990,970908,162576,36,4516.0,"C",29584,"OP",24390584,3050.0,"SIPO"
21,132,"classic","980226 00:00:00",132,110,"OWNER",530126,36,"Liberec","north Bohemia",159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,"POPLATEK MESICNE",960717,4990,970908,162576,36,4516.0,"C",29585,"YZ",18149984,98.0," "
21,132,"classic","980226 00:00:00",132,110,"OWNER",530126,36,"Liberec","north Bohemia",159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,"POPLATEK MESICNE",960717,4990,970908,162576,36,4516.0,"C",29586,"ST",14772266,4516.0,"UVER"
946,8359,"junior","980228 00:00:00",8359,6924,"OWNER",791206,74,"Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,"POPLATEK MESICNE",940601,6403,951205,194880,48,4060.0,"C",39648,"UV",50566107,4059.5,"UVER"
946,8359,"junior","980228 00:00:00",8359,6924,"OWNER",791206,74,"Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,"POPLATEK MESICNE",940601,6403,951205,194880,48,4060.0,"C",39649,"CD",76091629,4585.0,"SIPO"
1230,13312,"classic","980308 00:00:00",13620,11079,"OWNER",700726,16,"Jindrichuv Hradec","south Bohemia",93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,"POPLATEK MESICNE",951110,7253,970426,98304,12,8192.0,"A",45885,"UV",40114671,8191.5,"UVER"
1199,12826,"classic","980309 00:00:00",13134,10679,"OWNER",626103,1,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,"POPLATEK MESICNE",970530,7181,971002,197808,24,8242.0,"C",45271,"AB",88228171,8241.8,"UVER"
1199,12826,"classic","980309 00:00:00",13134,10679,"OWNER",626103,1,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,"POPLATEK MESICNE",970530,7181,971002,197808,24,8242.0,"C",45272,"UV",90083878,6670.0,"SIPO"
965,8636,"classic","980402 00:00:00",8636,7156,"OWNER",416112,71,"Novy Jicin","north Moravia",161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,"POPLATEK MESICNE",970911,6464,980416,49488,24,2062.0,"C",40034,"MN",60879224,2062.0,"UVER"
775,5253,"gold","980411 00:00:00",5253,4361,"OWNER",466007,69,"Jesenik","north Moravia",42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358,"POPLATEK MESICNE",960311,5868,970329,90156,12,7513.0,"A",35802,"AB",55740487,7512.7,"UVER"
170,1020,"classic","980416 00:00:00",1020,846,"OWNER",775510,72,"Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,"POPLATEK MESICNE",960309,5136,960728,187104,24,7796.0,"A",30630,"WX",61563986,7795.5,"UVER"
933,7959,"junior","980421 00:00:00",7959,6592,"OWNER",785629,1,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,"POPLATEK MESICNE",961020,6338,970824,390660,60,6511.0,"C",39151,"QR",62818646,6510.7,"UVER"
933,7959,"junior","980421 00:00:00",7959,6592,"OWNER",785629,1,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,"POPLATEK MESICNE",961020,6338,970824,390660,60,6511.0,"C",39152,"QR",16516280,10755.0,"SIPO"
918,7796,"classic","980427 00:00:00",7796,6461,"OWNER",755927,50,"Svitavy","east Bohemia",102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,"POPLATEK MESICNE",960717,6313,970615,150912,36,4192.0,"C",38965,"MN",30961704,4192.5,"UVER"
680,4417,"classic","980429 00:00:00",4417,3664,"OWNER",760424,1,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,"POPLATEK MESICNE",960428,5719,970920,271584,48,5658.0,"C",34810,"GH",3468728,5658.0,"UVER"
824,6196,"classic","980429 00:00:00",6196,5133,"OWNER",430309,68,"Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,"POPLATEK TYDNE",961208,6044,980127,57060,12,4755.0,"C",36956,"MN",16182625,4755.0,"UVER"
824,6196,"classic","980429 00:00:00",6196,5133,"OWNER",430309,68,"Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,"POPLATEK TYDNE",961208,6044,980127,57060,12,4755.0,"C",36957,"AB",50449115,286.0,"SIPO"
824,6196,"classic","980429 00:00:00",6196,5133,"OWNER",430309,68,"Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,"POPLATEK TYDNE",961208,6044,980127,57060,12,4755.0,"C",36958,"IJ",35177278,412.0," "
824,6196,"classic","980429 00:00:00",6196,5133,"OWNER",430309,68,"Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,"POPLATEK TYDNE",961208,6044,980127,57060,12,4755.0,"C",36959,"QR",97651743,3913.0,"POJISTNE"
1194,12781,"junior","980430 00:00:00",13089,10644,"OWNER",795214,16,"Jindrichuv Hradec","south Bohemia",93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,"POPLATEK MESICNE",970712,7167,980618,269964,36,7499.0,"C",45210,"ST",68935322,7498.7,"UVER"
1194,12781,"junior","980430 00:00:00",13089,10644,"OWNER",795214,16,"Jindrichuv Hradec","south Bohemia",93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,"POPLATEK MESICNE",970712,7167,980618,269964,36,7499.0,"C",45211,"GH",87092184,11053.0,"SIPO"
186,1133,"gold","980512 00:00:00",1133,940,"OWNER",585915,37,"Litomerice","north Bohemia",114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,"POPLATEK MESICNE",941115,5148,960529,284280,60,4738.0,"C",30781,"OP",99014985,4738.0,"UVER"
1216,13097,"classic","980526 00:00:00",13405,10905,"OWNER",580813,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340,4505,"POPLATEK MESICNE",961121,7219,970823,57120,48,1190.0,"C",45606,"AB",20420891,2939.0,"SIPO"
1216,13097,"classic","980526 00:00:00",13405,10905,"OWNER",580813,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340,4505,"POPLATEK MESICNE",961121,7219,970823,57120,48,1190.0,"C",45607,"EF",13832676,1682.0," "
1216,13097,"classic","980526 00:00:00",13405,10905,"OWNER",580813,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340,4505,"POPLATEK MESICNE",961121,7219,970823,57120,48,1190.0,"C",45608,"KL",88619136,1190.0,"UVER"
446,2841,"classic","980604 00:00:00",2841,2350,"OWNER",735410,18,"Pisek","south Bohemia",70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,"POPLATEK MESICNE",960804,5451,970511,159744,48,3328.0,"C",32863,"OP",74027311,3328.2,"UVER"
446,2841,"classic","980604 00:00:00",2841,2350,"OWNER",735410,18,"Pisek","south Bohemia",70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,"POPLATEK MESICNE",960804,5451,970511,159744,48,3328.0,"C",32864,"KL",56521683,575.0,"SIPO"
446,2841,"classic","980604 00:00:00",2841,2350,"OWNER",735410,18,"Pisek","south Bohemia",70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,"POPLATEK MESICNE",960804,5451,970511,159744,48,3328.0,"C",32865,"IJ",98643308,5263.0," "
823,6178,"classic","980605 00:00:00",6178,5120,"OWNER",406015,1,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,"POPLATEK MESICNE",930621,6038,940810,323472,48,6739.0,"A",36934,"MN",4935771,6738.7,"UVER"
